,中文题名,作者,学位授予单位,数据库,学位授予年度,被引,下载,操作,下载地址
1295,基本初等函数（Ⅰ）单元教学设计研究,张丽红,天水师范学院,硕士,2019年,7,1055,下载,https://kns.cnki.net//kns8/download?filename=Cd0Ymp3N1kXRwtiYoVjVoFnUI9mVnV1LSNzVaFGVKlUZt9kYt5kUwMEMmZGeVZjb3UTZ5hVRyB3VoRkQPdTZHlnZZVHTM9WaWJlaFhXZyFDa29CVhtEdBNzUsdXUqV3aUBDMwh0YVlXTy8mdVlHW1J0QTZGNQxmU&tablename=CMFD201902
1296,初中生运用函数思想解决实际问题的教学策略研究,张梅,天水师范学院,硕士,2019年,1,335,下载,https://kns.cnki.net//kns8/download?filename=Cd0Ymp3N1kXRwtiYoVjVoFnUI9mVnV1LSNzVaFGVKlUZt9kYt5kUwMEMmZGeVZjb3UTZ5hVRyB3VoRkQ4d2VzZVW0IzRN9WaWJlaFhXZyFDa29CVhtEdBNzUsdXUqV3aUBDMwh0YVlXTy8mdVlHW1J0QTZGNQxmU&tablename=CMFD201902
1297,GeoGebra在七年级几何教学中的应用研究,宗雷,天水师范学院,硕士,2019年,5,608,下载,https://kns.cnki.net//kns8/download?filename=Cd0Ymp3N1kXRwtiYoVjVoFnUI9mVnV1LSNzVaFGVKlUZt9kYt5kUwMEMmZGeVZjb3UTZ5hVRyB3VoRkQG5kWa1mQtdEW45WTpJlaFhXZyFDa29CVhtEdBNzUsdXUqV3aUBDMwh0YVlXTy8mdVlHW1J0QTZGNQxmU&tablename=CMFD201902
1298,数学核心素养视角下初中函数主题教学的行动研究,吕学峰,东华理工大学,硕士,2019年,10,824,下载,https://kns.cnki.net//kns8/download?filename=Cd0Ymp3N1kXRwtiYoVjVoFnUI9mVnV1LSNzVaFGVKlUZt9kYt5kUwMEMmZGeVZjb3UTZ5hVRyB3VoRkQLJTdlBTSEBHarczZkl1a1Q2UH5WTPxEa0gzM0Qndyh2KzU3aUBDMwh0YVlXTy8mdVlHW1J0QTZGNQxmU&tablename=CMFD202001
1299,数形结合思想下初中生解题能力的现状及培养策略研究,陈华平,宁波大学,硕士,2019年,4,469,下载,https://kns.cnki.net//kns8/download?filename=Cd0Ymp3N1kXRwtiYoVjVoFnUI9mVnV1LSNzVaFGVKlUZt9kYt5kUwMEMmZGeVZjb3UTZ5hVRyB3VoRkQWhGaBdTY0RENyQHe5VHbiZXOsV0SM1GU3MXSwJDendXUqV3aUBDMwh0YVlXTy8mdVlHW1J0QTZGNQxmU&tablename=CMFD201902
1300,高中数学课程标准与高考及课堂教学的一致性研究,刘英杰,济南大学,硕士,2019年,8,558,下载,https://kns.cnki.net//kns8/download?filename=Cd0Ymp3N1kXRwtiYoVjVoFnUI9mVnV1LSNzVaFGVKlUZt9kYt5kUwMEMmZGeVZjb3UTZ5hVRyB3VoRkQIFWWwl3cBJXdTBnNF9mZ5NzKXJHOJtGNjRzUnVndyh2KzU3aUBDMwh0YVlXTy8mdVlHW1J0QTZGNQxmU&tablename=CMFD202001

1301,基于学生深度学习提升的高中数学教学模式探究,张开松,济南大学,硕士,2019年,6,810,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSG9ENxEGWxQ3brRERmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1302,基于波利亚解题法的数学核心素养的培养研究,杨超,济南大学,硕士,2019年,9,489,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSzlEZjtyM4tiQrRERmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1303,在初中数学教学中渗透数学文化的案例研究,辛欣,济南大学,硕士,2019年,8,854,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSslTOz8UclhnSrRERmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1304,数学核心素养下提升初中生问题解决能力的策略研究,华秀娟,济南大学,硕士,2019年,14,979,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS2MTZMh3c4QmeMFERmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1305,基于任务驱动的初中数学高效课堂的教学策略研究,张晓文,济南大学,硕士,2019年,6,488,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSJFVeWZVSFVDMP9iTmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1306,基于多元智能理论优化中学数学教学的研究,孙艺,济南大学,硕士,2019年,1,271,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSmJEd2tUV5MUcQ9iTmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1307,几何画板在数学直观性教学中的应用分析研究,张成霞,济南大学,硕士,2019年,4,562,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSKJTO3kkb1dWZP9iTmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1308,基于高中数学核心素养的学习迁移能力的研究,张友玲,济南大学,硕士,2019年,11,652,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSnNVQndWR1MUTz4mTmFFeFVjbZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1309,基于建构主义学习理论的支架式高中数学教学策略探究,马营,济南大学,硕士,2019年,6,697,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSKJVeLx2R3B3cuF1T4EEdpdXV6p0QCZ3d5UWO3VndztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1310,基于CPFS结构下的高中生三角函数解题能力的研究,王宁,长春师范大学,硕士,2019年,1,96,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS1Qzb3AHc2EGO3BXbw00UwAnMOh3KFlVWCFmZvIWdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1311,师范生数学学科教学知识调查研究,李格星,青岛大学,硕士,2019年,,204,下载,https://kns.cnki.net//kns8/download?filename=x4GWVJXVJtCSMlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS==wL6Z2d3RmcUBHNtd0MBFzLHdUQZBDSiR0KXZ2KMp0Qn1UZzoUbtJ1VipWaJhmWXNWSGJzaYpkR5NUNTl2ZXVFU2onT&tablename=CMFD202001
1312,六年级学生从算术到代数“变量”思维的认知发展研究,孙诚诚,青岛大学,硕士,2019年,,120,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS1NDRZZmM1UXS3YTaQ9mRHJ0LqlUc4UjSvIVTs1kdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1313,高中生对函数概念理解水平的调查研究,马雪,青岛大学,硕士,2019年,3,183,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS3EFTaZHbEd3K5JjeQ9mRHJ0LqlUc4UjSvIVTs1kdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1314,高中数学优秀课课堂提问研究,王雪婷,沈阳师范大学,硕士,2019年,1,361,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSxhEOzYVT1VlZPd3MQJlQr9yd0MnUohkV6pkc0A1VoJVV59GWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD201902
1315,基于核心素养的小学数学教学方法探析,牛文洁,华中师范大学,硕士,2019年,,116,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSsFEZ29ERuBlY5F0ZxolQOR1VwcnWzZmMQx0dzBjWNxUS4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202101
1316,支持个性化学习的数学校本微课设计与应用研究,罗昕,福建师范大学,硕士,2019年,,71,下载,https://kns.cnki.net//kns8/download?filename=x4GWVJXVJtCSMlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS==ASahTRyYUQHJ1ROV2LopGeKVja0BTb5p1QqFHbHZHcm12dqd2ZZ5GVZZVRTp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onT&tablename=CMFD202002
1317,高中数学复习型微课的制作与应用,翁芳圆,福建师范大学,硕士,2019年,,65,下载,https://kns.cnki.net//kns8/download?filename=x4GWVJXVJtCSMlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS==AShVVVHJFSyl1ZVp1LopGeKVja0BTb5p1QqFHbHZHcm12dqd2ZZ5GVZZVRTp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onT&tablename=CMFD202002
1318,初一数学问题链式自主预习研究,欧丽琴,福建师范大学,硕士,2019年,,75,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS3VGbOBDaJlldVVTRqpmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1319,HPM视角下初中数学教学的研究,吕晓婷,福建师范大学,硕士,2019年,,160,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSDJ2LRZ2ZxpGeWVTRqpmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1320,基于数学核心素养的情境问题教学研究,刘燕梅,福建师范大学,硕士,2019年,,131,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS0Y3Z0kle48CNrlje1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1321,高中数学复习课教学的有效性研究,连军,福建师范大学,硕士,2019年,,94,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSNV1bOZGRzVjWslje1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1322,面向逻辑推理的初中几何教学研究,陈薇,福建师范大学,硕士,2019年,,82,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVStJmYaJUYmB3Nylje1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1323,基于数学核心素养的单元教学设计研究,叶晶晶,福建师范大学,硕士,2019年,2,364,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSatSN3VET4JkWItie1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1324,高中数学概念教学中学生问题提出的现状研究,高鸽,福建师范大学,硕士,2019年,,114,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSZlTNFhUWw8yTHtie1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1325,基于“促进理解模式”的“数列”教学设计研究,陈丽彬,福建师范大学,硕士,2019年,,91,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSCplclVTZs1ENI1Ue1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1326,解三角形例习题教学设计,陈丹虹,福建师范大学,硕士,2019年,,72,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSON3Q4RWdlp3aI1Ue1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1327,数学竞赛中平面几何的四边形问题探析,钟晓青,福建师范大学,硕士,2019年,,55,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSOhmWjJUdwF3SI1Ue1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1328,高一函数解题教学设计研究,林顺,福建师范大学,硕士,2019年,,65,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSI5UMllVMs1kVH1Ue1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1329,基于思维可视化的初中数学教学研究,黄艺娟,福建师范大学,硕士,2019年,,166,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSw0UOzQGO5MnMD1Ue1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1330,CWMO中平面几何试题的解题思维与形变研究,邱燕华,福建师范大学,硕士,2019年,,36,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVStJTRwRXZzgHVE1Ue1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1331,基于高考试题分析的高一函数教学研究,陈临雅,福建师范大学,硕士,2019年,,131,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVStlmZsN2UVJTVJ5Ue1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1332,CGMO平面几何问题的解题策略与形变探究,陈细玉,福建师范大学,硕士,2019年,,55,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVST9WSal1KWRWUlhle1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1333,基于初高中衔接的高中数学运算素养培养的教学策略研究,吴碧钦,福建师范大学,硕士,2019年,1,119,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS48iTk5UWrVnelhle1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1334,基于教育测量理论的高中数学试卷分析研究,林雅婧,福建师范大学,硕士,2019年,,192,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSnhTOwIWTJFmblhle1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1335,高中生数学核心素养培养的教学策略研究,张伟泞,福建师范大学,硕士,2019年,,102,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSZdnW0h3SllVRndle1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1336,高中生积累数学活动经验的教学策略研究,李梦婷,福建师范大学,硕士,2019年,,49,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSVplbvRzZol1dsdle1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1337,培养高中生逻辑推理素养的调查研究,傅晓宇,福建师范大学,硕士,2019年,,69,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSw4EZycXOEh1Qhpme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1338,高中离散型随机变量的教·学·考研究,余青青,福建师范大学,硕士,2019年,,39,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSJ9WTKF2bQdjZhpme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1339,中澳高考数学的比较研究,陈雪琼,福建师范大学,硕士,2019年,,56,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS5lDMHd1YxMGdhpme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1340,初中生几何直观能力的现状调查及提升策略研究,陈倩,福建师范大学,硕士,2019年,,82,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSORGSCBTYkN1dipme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1341,高中正态分布的教·学·考研究,李婉娥,福建师范大学,硕士,2019年,,112,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSFVUZ0gFeKdUcWpme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1342,文理不分科视角的数学科高考命题研究,冯小燕,福建师范大学,硕士,2019年,,164,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSlNXVwp2LMFjdWpme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1343,新课标背景下高中数学建模的实施策略研究,杨阳,福建师范大学,硕士,2019年,,88,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS4pUSRhUd5QXVWpme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1344,数学抽象视角下高中课堂教学的研究,郑艺芬,福建师范大学,硕士,2019年,,40,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSR5GWuFVcapWTVpme1pmSENzcqpkahhzZlFlcEp2SwtEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202002
1345,基于多元表征理论的小学分数除法计算教学研究,杨彩如,广州大学,硕士,2019年,3,576,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS2gVRTlUSjdkROF2S0dTdSZ3N452bGZndxQXd5djdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1346,教育神经科学视角下高中数学课堂教学策略研究,闫锋锋,黔南民族师范学院,硕士,2019年,,225,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS41USXdVOiV0LydUU1cDei9WTZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1347,黔南水族地区初中学生数学逆商水平调查研究,阳顺才,黔南民族师范学院,硕士,2019年,2,102,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSsBXZv4Ua3h0aydUU1cDei9WTZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1348,基于数学实验室的高中数学探究教学模式的研究,杜蕾,安徽师范大学,硕士,2019年,1,261,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS1Y2R6RVQqJ0dOd2RaVzajxWTZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1349,高中生等比数列理解水平的调查研究,邓思远,哈尔滨师范大学,硕士,2019年,4,293,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVS3M1aONUREFHaoFGUIFFdUxmVZZHeJ5GMz9UUGRjdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001
1350,基于数学史的高中三角函数教学研究,刘丽萍,广州大学,硕士,2019年,3,1265,下载,https://kns.cnki.net//kns8/download?filename=MlkQRVVOHFVdilzQudFcwBHUjFzcVlke1dEchpneHNEcKhUazMlb4Nkaqt2VStiTEFkVEJ0b0JGakFVSKVkcrl3KBhkROF2S0dTdSZ3N452bGZndxQXd5djdztEU4NHWhNFRxNUNTl2ZXVFU2onTx4GWVJXVJtCS&tablename=CMFD202001

1351,人教版与上教版教材函数内容的比较,刘银琼,广州大学,硕士,2019年,3,778,下载,https://kns.cnki.net//kns8/download?filename=rhXaYdEM0JUbuVGOhV1YFNXNmZ1a2clczlXR2o3MiN3R1Z0d4V3KndndFl3LRBVMEZjUaZlW1VkehRGUENHZTB3RJlHdSl2ZutWd5MWYvZ0SXBHRsdUZk10cBtkVnJlRPd1T1UWdWBjSLhkcNNWclBDbMdTOrNFM&tablename=CMFD202001
1352,基于心理学的农村中学生数学自主学习研究,姬芦校,延安大学,硕士,2019年,,142,下载,https://kns.cnki.net//kns8/download?filename=rhXaYdEM0JUbuVGOhV1YFNXNmZ1a2clczlXR2o3MiN3R1Z0d4V3KndndFl3LRBVMEZjUaZlW1VkehRGU3hDW1YnQ6JlSp52MTBne5MWYvZ0SXBHRsdUZk10cBtkVnJlRPd1T1UWdWBjSLhkcNNWclBDbMdTOrNFM&tablename=CMFD202001
1353,初中数学学困生个案转化的行动研究,温馨,鞍山师范学院,硕士,2019年,1,302,下载,https://kns.cnki.net//kns8/download?filename=rhXaYdEM0JUbuVGOhV1YFNXNmZ1a2clczlXR2o3MiN3R1Z0d4V3KndndFl3LRBVMEZjUaZlW1VkehRGUGVDMRplVhd3cHJVSShUN1ZzQXtybwM1LzU1UxAFdBtkVnJlRPd1T1UWdWBjSLhkcNNWclBDbMdTOrNFM&tablename=CMFD202001
